ObservationTime,WindGustSpeed (Kilometres per hour)
2020-01-28 12:00:00+00:00,45.24
2020-01-28 13:00:00+00:00,39.9
2020-01-28 14:00:00+00:00,49.38
2020-01-28 15:00:00+00:00,45.84
2020-01-28 16:00:00+00:00,37.44
2020-01-28 17:00:00+00:00,35.7
2020-01-28 18:00:00+00:00,38.52
2020-01-28 19:00:00+00:00,33.66
2020-01-28 20:00:00+00:00,30.9
2020-01-28 21:00:00+00:00,30.72
2020-01-28 22:00:00+00:00,30.42
2020-01-28 23:00:00+00:00,30.54
2020-01-29 00:00:00+00:00,24.06
2020-01-29 01:00:00+00:00,30.18
2020-01-29 02:00:00+00:00,35.76
2020-01-29 03:00:00+00:00,32.52
2020-01-29 04:00:00+00:00,32.28
2020-01-29 05:00:00+00:00,34.32
2020-01-29 06:00:00+00:00,32.4
2020-01-29 07:00:00+00:00,29.88
2020-01-29 08:00:00+00:00,27.78
2020-01-29 09:00:00+00:00,35.46
2020-01-29 10:00:00+00:00,32.64
2020-01-29 11:00:00+00:00,40.26
2020-01-29 12:00:00+00:00,43.2
2020-01-29 13:00:00+00:00,39.66
2020-01-29 14:00:00+00:00,37.92
2020-01-29 15:00:00+00:00,31.44
2020-01-29 16:00:00+00:00,25.08
2020-01-29 17:00:00+00:00,28.32
2020-01-29 18:00:00+00:00,26.04
2020-01-29 19:00:00+00:00,32.34
2020-01-29 20:00:00+00:00,39.96
2020-01-29 21:00:00+00:00,41.46
2020-01-29 22:00:00+00:00,38.1
2020-01-29 23:00:00+00:00,32.76
2020-01-30 00:00:00+00:00,34.14
2020-01-30 01:00:00+00:00,25.5
2020-01-30 02:00:00+00:00,24.36
2020-01-30 03:00:00+00:00,24.06
2020-01-30 04:00:00+00:00,21.78
2020-01-30 05:00:00+00:00,25.92
2020-01-30 06:00:00+00:00,21.42
2020-01-30 07:00:00+00:00,21.66
2020-01-30 08:00:00+00:00,23.82
2020-01-30 09:00:00+00:00,36.42
2020-01-30 10:00:00+00:00,39.84
2020-01-30 11:00:00+00:00,37.92
2020-01-30 12:00:00+00:00,36.06
2020-01-30 13:00:00+00:00,33.36
2020-01-30 14:00:00+00:00,28.14
2020-01-30 15:00:00+00:00,22.98
2020-01-30 16:00:00+00:00,30.12
2020-01-30 17:00:00+00:00,36.42
2020-01-30 18:00:00+00:00,44.16
2020-01-30 19:00:00+00:00,41.4
2020-01-30 20:00:00+00:00,49.32
2020-01-30 21:00:00+00:00,34.62
2020-01-30 22:00:00+00:00,48
2020-01-30 23:00:00+00:00,43.8
2020-01-31 00:00:00+00:00,41.88
2020-01-31 01:00:00+00:00,39.96
2020-01-31 02:00:00+00:00,40.14
2020-01-31 03:00:00+00:00,31.86
2020-01-31 04:00:00+00:00,29.58
2020-01-31 05:00:00+00:00,29.46
2020-01-31 06:00:00+00:00,26.4
2020-01-31 07:00:00+00:00,33.96
2020-01-31 08:00:00+00:00,39.9
2020-01-31 09:00:00+00:00,36.24
2020-01-31 10:00:00+00:00,43.32
2020-01-31 11:00:00+00:00,44.46
2020-01-31 12:00:00+00:00,46.32
2020-01-31 13:00:00+00:00,45.6
2020-01-31 14:00:00+00:00,48.42
2020-01-31 15:00:00+00:00,48.6
2020-01-31 16:00:00+00:00,49.5
2020-01-31 17:00:00+00:00,47.16
2020-01-31 18:00:00+00:00,46.8
2020-01-31 19:00:00+00:00,44.46
2020-01-31 20:00:00+00:00,45.72
2020-01-31 21:00:00+00:00,40.26
2020-01-31 22:00:00+00:00,39.36
2020-01-31 23:00:00+00:00,37.14
